hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,31,2015,November,2,3,10,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,36,2015,November,7,2,6,2,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15/11/2015
Resort Hotel,0,31,2015,November,2,3,10,2,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15/11/2015
Resort Hotel,0,35,2015,November,6,2,7,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,15/11/2015
Resort Hotel,0,31,2015,November,2,3,10,2,0.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15/11/2015
Resort Hotel,0,35,2015,November,6,2,7,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,37,2015,November,8,2,5,1,0.0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,15/11/2015
Resort Hotel,0,36,2015,November,7,2,6,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,35,2015,November,6,2,7,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,15/11/2015
Resort Hotel,0,36,2015,November,7,2,6,2,0.0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,53.45,0,0,Check-Out,15/11/2015
Resort Hotel,0,41,2015,November,12,0,3,2,0.0,BB,AUT,Corporate,Corporate,0,0,0,A,D,3,No Deposit,185.0,281.0,0,Transient-Party,49.2,1,0,Check-Out,15/11/2015
Resort Hotel,0,41,2015,November,12,0,3,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,15/11/2015
Resort Hotel,0,31,2015,November,2,3,10,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,19,2015,November,14,0,1,2,0.0,BB,CZE,Corporate,Corporate,0,0,0,A,A,0,Non Refund,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,36,2015,November,7,2,6,1,0.0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,15,2015,November,6,2,7,1,0.0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,37,2015,November,8,2,5,1,0.0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15/11/2015
Resort Hotel,0,34,2015,November,5,2,8,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,A,F,4,No Deposit,185.0,281.0,0,Transient-Party,37.6,0,0,Check-Out,15/11/2015
Resort Hotel,0,25,2015,November,4,3,9,2,0.0,BB,CZE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,12,2015,November,3,3,10,2,0.0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,24,2015,November,3,3,10,1,0.0,BB,CZE,Corporate,Corporate,0,0,0,A,A,5,No Deposit,328.0,281.0,0,Transient,40.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,24,2015,November,3,3,10,1,0.0,BB,CHE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,24,2015,November,3,3,10,2,0.0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,36,2015,November,7,3,6,1,0.0,BB,DEU,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,16/11/2015
Resort Hotel,0,31,2015,November,2,5,10,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17/11/2015
Resort Hotel,0,24,2015,October,26,7,15,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,1,0,Check-Out,17/11/2015
Resort Hotel,0,31,2015,November,2,5,10,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,57.0,1,0,Check-Out,17/11/2015
Resort Hotel,0,24,2015,October,26,7,15,1,0.0,BB,AUT,Corporate,Corporate,0,0,0,E,F,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,17/11/2015
Resort Hotel,0,31,2015,November,2,5,10,2,0.0,BB,AUS,Corporate,Corporate,0,0,0,E,E,5,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17/11/2015
Resort Hotel,0,1,2017,March,1,0,1,1,0.0,BB,PRT,Direct,Direct,1,0,5,A,A,0,No Deposit,250.0,399.0,0,Transient,34.2,0,1,Check-Out,02/03/2017
Resort Hotel,0,0,2015,November,30,1,1,2,0.0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,331.0,0,Transient,48.0,0,0,Check-Out,02/12/2015
Resort Hotel,0,8,2016,January,5,0,3,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,139.0,99.0,0,Transient,38.0,0,0,Check-Out,08/01/2016
Resort Hotel,0,17,2016,May,2,1,0,1,0.0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03/05/2016
Resort Hotel,0,3,2016,February,15,1,2,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,139.0,99.0,0,Transient,30.0,0,0,Check-Out,18/02/2016
Resort Hotel,0,10,2016,March,14,1,2,1,0.0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,139.0,99.0,0,Transient,37.0,0,0,Check-Out,17/03/2016
Resort Hotel,1,4,2016,April,4,1,2,1,0.0,BB,PRT,Corporate,Corporate,1,0,2,A,D,2,No Deposit,139.0,99.0,0,Transient,67.5,0,0,Canceled,04/04/2016
Resort Hotel,0,17,2016,May,2,1,0,1,0.0,BB,PRT,Direct,Direct,1,0,1,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03/05/2016
Resort Hotel,0,17,2016,May,2,1,0,1,0.0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03/05/2016
Resort Hotel,0,2,2016,May,15,1,0,1,0.0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,405.0,405.0,0,Group,76.0,1,0,Check-Out,16/05/2016
Resort Hotel,0,3,2016,May,15,1,0,1,0.0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,Refundable,405.0,405.0,0,Transient-Party,70.0,0,0,Check-Out,16/05/2016
Resort Hotel,0,0,2016,May,15,1,0,2,0.0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,0,0,Check-Out,16/05/2016
Resort Hotel,0,0,2016,May,15,1,0,2,0.0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,1,0,Check-Out,16/05/2016
Resort Hotel,0,9,2016,July,4,1,0,2,0.0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,360.0,0,Transient-Party,189.0,0,0,Check-Out,05/07/2016
Resort Hotel,0,2,2016,July,9,0,1,2,2.0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,419.0,0,Transient,246.0,0,0,Check-Out,10/07/2016
Resort Hotel,0,5,2016,August,30,0,4,2,2.0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,439.0,0,Transient,224.0,0,0,Check-Out,03/09/2016
Resort Hotel,0,154,2016,September,5,2,5,2,0.0,FB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,250.0,442.0,0,Transient,212.6,0,2,Check-Out,12/09/2016
Resort Hotel,0,3,2016,November,28,1,0,1,0.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,184.0,0,Transient,43.0,0,0,Check-Out,29/11/2016
Resort Hotel,0,1,2016,November,28,1,0,1,0.0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,485.0,0,Transient,43.0,0,0,Check-Out,29/11/2016
Resort Hotel,0,5,2016,December,21,0,1,1,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,22/12/2016
Resort Hotel,0,3,2016,December,23,0,1,1,0.0,BB,BGR,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,499.0,0,Transient,44.0,0,0,Check-Out,24/12/2016
Resort Hotel,0,5,2017,January,2,1,3,1,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,29.0,0,Transient-Party,40.4,1,1,Check-Out,06/01/2017
Resort Hotel,0,6,2017,January,24,0,1,1,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,25/01/2017
Resort Hotel,0,18,2017,January,30,1,1,1,0.0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,268.0,0,Transient-Party,53.0,0,1,Check-Out,01/02/2017
Resort Hotel,0,40,2017,March,7,0,0,1,0.0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,184.0,126.0,0,Transient,0.0,0,0,Check-Out,07/03/2017
Resort Hotel,0,70,2017,March,8,0,4,2,0.0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,242.0,0,Transient,66.5,0,1,Check-Out,12/03/2017
Resort Hotel,0,228,2017,June,6,2,5,2,0.0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,436.0,0,Group,87.13,0,0,Check-Out,13/06/2017
Resort Hotel,0,222,2017,June,13,2,5,2,0.0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,436.0,0,Transient,96.4,0,0,Check-Out,20/06/2017
Resort Hotel,0,151,2017,July,10,2,5,2,0.0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,40.0,0,Contract,163.4,0,0,Check-Out,17/07/2017
Resort Hotel,0,10,2017,August,11,2,5,2,0.0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,3,Check-Out,18/08/2017
Resort Hotel,0,12,2017,August,13,4,10,2,0.0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,1,Check-Out,27/08/2017
City Hotel,0,0,2015,August,9,1,0,2,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Check-Out,10/08/2015
City Hotel,0,1,2015,August,10,1,1,2,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Contract,105.0,0,1,Check-Out,12/08/2015
City Hotel,0,1,2015,August,10,1,1,2,0.0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,12/08/2015
City Hotel,1,1,2015,August,10,1,1,2,0.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Canceled,09/08/2015
City Hotel,0,0,2015,August,10,1,3,2,0.0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,14/08/2015
City Hotel,0,0,2015,August,10,1,3,1,0.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,14/08/2015
City Hotel,0,0,2015,August,10,1,3,2,0.0,SC,FRA,Online TA,TA/TO,0,0,0,A,E,2,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,14/08/2015
City Hotel,0,0,2015,August,13,0,2,2,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,9.0,0,Transient,85.0,0,0,Check-Out,15/08/2015
City Hotel,0,1,2015,August,31,1,4,1,0.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Contract,92.0,0,2,Check-Out,05/09/2015
City Hotel,0,19,2015,September,20,1,0,2,0.0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,14.0,84.0,0,Transient,124.0,0,0,Check-Out,21/09/2015
City Hotel,1,1,2016,January,16,0,1,3,0.0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,14.0,0,Transient,108.0,0,0,No-Show,16/01/2016
City Hotel,0,1,2015,August,24,1,0,2,1.0,BB,PRT,Online TA,TA/TO,1,0,2,D,D,2,No Deposit,9.0,9.0,0,Transient,123.5,0,3,Check-Out,25/08/2015
City Hotel,0,4,2016,October,14,0,2,2,1.0,BB,PRT,Complementary,Direct,1,0,7,A,D,1,No Deposit,45.0,45.0,0,Transient,0.0,0,1,Check-Out,16/10/2016
City Hotel,0,0,2016,January,2,0,1,2,0.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,85.0,85.0,0,Transient,72.0,0,0,Check-Out,03/01/2016
City Hotel,0,1,2016,January,16,0,1,2,0.0,SC,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,14.0,0,Transient,94.0,0,0,Check-Out,17/01/2016
City Hotel,0,11,2017,May,9,0,2,1,0.0,BB,ITA,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,290.0,148.0,0,Group,110.0,0,1,Check-Out,11/05/2017
City Hotel,0,14,2017,May,30,0,3,1,0.0,BB,ITA,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,290.0,186.0,0,Transient-Party,95.0,0,1,Check-Out,02/06/2017
City Hotel,0,131,2016,July,11,1,4,1,0.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,273.0,0,Transient,101.15,0,1,Check-Out,16/07/2016
City Hotel,0,25,2016,September,12,1,0,1,0.0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,301.0,0,Transient-Party,108.0,0,2,Check-Out,13/09/2016
City Hotel,0,3,2016,September,22,0,1,2,0.0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,313.0,0,Transient,194.0,0,2,Check-Out,23/09/2016
City Hotel,0,6,2016,September,25,2,1,1,0.0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,312.0,0,Transient,159.0,0,2,Check-Out,28/09/2016
City Hotel,0,256,2016,October,16,2,3,2,0.0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21/10/2016
City Hotel,0,256,2016,October,16,2,3,2,0.0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21/10/2016
City Hotel,0,27,2016,November,7,1,2,1,0.0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,361.0,0,Transient-Party,195.0,0,0,Check-Out,10/11/2016
City Hotel,0,11,2016,November,27,2,2,1,0.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,379.0,0,Transient,89.89,0,2,Check-Out,01/12/2016
City Hotel,0,17,2016,December,31,0,1,2,0.0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,132.0,0,Transient,80.0,0,0,Check-Out,01/01/2017
City Hotel,0,246,2016,December,27,2,5,3,0.0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,7.0,395.0,0,Transient,93.36,0,2,Check-Out,03/01/2017
City Hotel,0,1,2017,January,12,0,2,2,1.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,159.0,412.0,0,Transient,104.5,0,0,Check-Out,14/01/2017
City Hotel,0,20,2017,February,7,0,2,1,0.0,BB,IRL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,417.0,0,Transient,98.0,0,0,Check-Out,09/02/2017
City Hotel,0,0,2017,March,14,0,1,1,0.0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,444.0,444.0,0,Transient,95.0,0,0,Check-Out,15/03/2017
City Hotel,0,11,2017,May,9,0,1,1,0.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,10/05/2017
City Hotel,0,11,2017,May,9,0,1,1,0.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,10/05/2017
City Hotel,0,11,2017,May,9,0,2,1,0.0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,290.0,148.0,0,Transient,110.0,0,1,Check-Out,11/05/2017
City Hotel,0,14,2017,May,30,0,3,1,0.0,BB,ESP,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,290.0,148.0,0,Group,95.0,0,1,Check-Out,02/06/2017
City Hotel,0,13,2017,May,24,0,1,2,0.0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,478.0,0,Transient-Party,150.0,0,1,Check-Out,25/05/2017
City Hotel,0,13,2017,May,29,1,3,1,0.0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,95.0,0,0,Check-Out,02/06/2017
City Hotel,0,13,2017,May,29,1,3,2,0.0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,110.0,0,0,Check-Out,02/06/2017
City Hotel,0,210,2017,June,9,0,1,2,0.0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,229.0,0,Transient,135.0,0,0,Check-Out,10/06/2017
City Hotel,0,191,2017,July,16,2,2,2,0.0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,421.0,0,Transient,120.6,0,2,Check-Out,20/07/2017
